Open,High,Low,Close,Volume,Number of Trades,Date,Symbol,SMA_50,SMA_200,EMA_50,EMA_200
394.6483,417.0,392.8462,413.6556,2159.9,1278,2022-04-12,BNB,401.55968799999994,,412.31982474705717,419.45367957396456
413.6556,424.5437,410.527,422.8865,1807.4,1473,2022-04-13,BNB,402.53078,,412.73420416874126,419.4878369911391
423.4811,426.9357,411.4849,414.4972,2395.3,1279,2022-04-14,BNB,403.513032,,412.80334126016317,419.4381789116253
414.3524,419.8884,412.9218,417.5268,1372.8,1217,2022-04-15,BNB,404.646604,,412.98857493623524,419.41916021598723
417.1565,418.9367,412.1087,417.4504,1217.5,993,2022-04-16,BNB,405.500822,,413.16354846814755,419.39957056209687
417.7133,418.129,405.4999,407.038,1178.2,1097,2022-04-17,BNB,406.17285,,412.9233308811614,419.27656985998647
406.531,418.2523,396.644,417.2099,3378.5,1813,2022-04-18,BNB,407.31873,,413.09143163091977,419.2560059807826
417.1438,424.5437,414.9845,422.4167,2314.8,1910,2022-04-19,BNB,407.860982,,413.45712842970727,419.28745567251616
422.2888,431.3184,414.9845,417.7555,2882.2,1876,2022-04-20,BNB,408.04549600000007,,413.62569202069915,419.2722123324911
419.2474,426.0072,401.3945,405.2763,2094.0,2000,2022-04-21,BNB,407.97272599999997,,413.29826488263257,419.13294952321263
404.7218,413.8102,403.4839,406.5326,2344.3,1495,2022-04-22,BNB,408.04630800000007,,413.0329446911568,419.0075729110414
406.4922,408.164,397.6018,401.5402,1412.6,1266,2022-04-23,BNB,408.59642400000007,,412.58224882091537,418.8337682054589
400.9137,405.3884,397.0974,398.8767,1705.1,1164,2022-04-24,BNB,408.87775800000003,,412.0447763181344,418.63519041236975
399.3117,405.3884,382.3891,404.4194,2588.3,1929,2022-04-25,BNB,409.471726,,411.7457419527173,418.4937397615004
404.8233,407.4021,380.9356,385.4908,3004.3,2189,2022-04-26,BNB,409.55408000000006,,410.7161363859441,418.165352301187
385.7763,394.6726,383.9692,391.505,2996.2,2259,2022-04-27,BNB,409.748124,,409.96275848845613,417.9000751638618
